YearsCode,Gender,Julia,Education,Age,Rust,SQL,R,YearsCodeProfessional,Python,C,LISP,Blockchain,Clojure,Sexuality,SalaryUSD,Java,Ethnicity,Cplusplus,Background,JavaScript,HTML_CSS
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,13,no,no,no,Indifferent,no,Straight / Heterosexual,90000,no,White,yes,I am a developer by profession,yes,yes
10,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,no,no,no,1,yes,no,no,Unfavorable,no,Straight / Heterosexual,160000,yes,White,no,I am a developer by profession,no,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,8,no,no,no,Favorable,no,Straight / Heterosexual,70000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,no,no,yes,3,no,no,no,Unfavorable,no,Gay or Lesbian,90000,no,White,yes,I am a developer by profession,no,no
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,10,yes,no,no,Unsure,no,Straight / Heterosexual,158000,yes,Hispanic or Latino/a,no,I am a developer by profession,no,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,0,no,no,no,Indifferent,no,Straight / Heterosexual,58800,no,White,no,I am a developer by profession,no,yes
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,13,no,no,no,Indifferent,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,yes,yes
23,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,15,no,no,no,Unsure,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,no
22,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,15,yes,no,no,Unsure,no,Straight / Heterosexual,111000,yes,Asian,no,I am a developer by profession,yes,no
15,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,1,yes,no,no,Unfavorable,no,Straight / Heterosexual,92000,yes,White,yes,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,5,no,yes,no,Indifferent,no,Straight / Heterosexual,99000,no,White,yes,I am a developer by profession,yes,yes
30,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,25,no,no,no,Unsure,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,no,no,no,Very unfavorable,no,Straight / Heterosexual,115000,yes,White,no,I am a developer by profession,yes,no
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,26,yes,yes,no,Indifferent,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,no,no
19,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,no,yes,no,5,yes,no,no,Unsure,no,Straight / Heterosexual,70000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,no,yes,no,2,no,no,no,Very unfavorable,no,Straight / Heterosexual,40000,no,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,7,no,no,no,Unfavorable,no,Straight / Heterosexual,141000,no,White,no,I am a developer by profession,yes,yes
27,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,20,no,no,no,Favorable,no,Straight / Heterosexual,70000,no,White,no,I am a developer by profession,yes,no
17,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,8,yes,no,no,Unfavorable,no,Straight / Heterosexual,230000,no,Indian,no,I am a developer by profession,no,no
2,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,1,no,no,no,Very unfavorable,no,Straight / Heterosexual,80000,no,White,no,I am a developer by profession,yes,yes
20,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,20,no,no,no,Indifferent,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,3,yes,no,no,Favorable,no,Straight / Heterosexual,127000,yes,White,no,I am a developer by profession,yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,19,no,no,no,Unfavorable,no,Straight / Heterosexual,175000,no,Asian,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,2,no,no,no,Favorable,no,Straight / Heterosexual,65000,no,White,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,yes,no,no,Very unfavorable,no,Straight / Heterosexual,155000,no,White,no,I am a developer by profession,yes,yes
28,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,yes,13,yes,yes,no,Favorable,no,Straight / Heterosexual,140000,yes,White,yes,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,yes,no,no,Favorable,no,Straight / Heterosexual,172000,yes,White,yes,I am a developer by profession,yes,yes
44,Man,no,Some college/university study without earning a degree,45-54 years old,no,no,no,40,no,yes,no,Favorable,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,3,yes,no,no,Unfavorable,yes,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
23,Man,no,Primary/elementary school,35-44 years old,no,yes,no,20,no,yes,no,Very unfavorable,no,Bisexual,190000,no,White,yes,I am a developer by profession,no,no
10,Man,yes,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,no,no,no,4,yes,no,no,Very unfavorable,no,Bisexual,35000,no,White,no,I am a developer by profession,no,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,yes,no,no,Indifferent,no,Straight / Heterosexual,85000,no,White,no,I am a developer by profession,yes,yes
45,Man,yes,"Other doctoral degree (Ph.D., Ed.D., etc.)",45-54 years old,yes,no,no,15,yes,no,no,Indifferent,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,no,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,2,yes,no,no,Favorable,no,Straight / Heterosexual,65000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,7,yes,yes,no,Favorable,no,Straight / Heterosexual,140000,no,White,yes,I am a developer by profession,no,no
27,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,18,no,yes,yes,Very unfavorable,yes,Bisexual,200000,no,White,no,I am a developer by profession,no,no
20,Man,no,Some college/university study without earning a degree,35-44 years old,yes,yes,no,15,yes,no,no,Very favorable,no,Straight / Heterosexual,105000,yes,White,no,I am a developer by profession,yes,no
10,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,5,no,no,no,Very unfavorable,no,Straight / Heterosexual,126000,no,White,no,I am a developer by profession,yes,yes
16,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,12,no,no,no,Very unfavorable,no,Bisexual,131100,yes,White,no,I am a developer by profession,no,no
13,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,11,yes,no,no,Favorable,no,Straight / Heterosexual,280000,no,White,no,I am a developer by profession,yes,yes
40,Man,no,"Associate degree (A.A., A.S., etc.)",45-54 years old,no,no,no,26,yes,no,no,Unsure,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
35,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,33,yes,no,no,Indifferent,no,Straight / Heterosexual,81000,yes,White,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,11,yes,no,no,Unsure,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,yes,yes
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,30,yes,no,no,Indifferent,no,Straight / Heterosexual,155000,no,White,no,I am a developer by profession,no,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,no,no,no,Very unfavorable,no,Straight / Heterosexual,148000,no,White,no,I am a developer by profession,yes,yes
17,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,16,yes,no,no,Favorable,no,Straight / Heterosexual,155000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,7,no,no,no,Indifferent,no,Straight / Heterosexual,300000,yes,White,no,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,no,no,no,Indifferent,no,Straight / Heterosexual,121000,yes,White,no,I am a developer by profession,yes,yes
24,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,20,yes,yes,no,Favorable,no,Straight / Heterosexual,300000,no,North American,yes,I am a developer by profession,yes,yes
38,Man,no,Some college/university study without earning a degree,45-54 years old,no,no,no,25,yes,no,no,Indifferent,no,Straight / Heterosexual,250000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
17,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,9,no,no,no,Very unfavorable,no,Straight / Heterosexual,115000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,yes,no,no,Unfavorable,no,Straight / Heterosexual,70000,no,White,no,I am a developer by profession,yes,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,5,yes,no,no,Very unfavorable,no,Straight / Heterosexual,175000,yes,White,no,I am a developer by profession,yes,yes
8,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,4,no,no,no,Very favorable,no,Straight / Heterosexual,140500,yes,Hispanic or Latino/a,no,I am a developer by profession,no,no
11,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,10,no,no,no,Unfavorable,no,Straight / Heterosexual,165000,no,White,no,I am a developer by profession,no,no
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,16,no,no,no,Very unfavorable,no,Straight / Heterosexual,220000,no,White,no,I am a developer by profession,yes,yes
24,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,9,yes,no,no,Very unfavorable,no,Straight / Heterosexual,300000,yes,White,yes,I am a developer by profession,no,no
6,Man,no,Some college/university study without earning a degree,35-44 years old,no,no,no,6,yes,no,no,Favorable,no,Gay or Lesbian,140000,no,Asian,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
5,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Indifferent,no,Straight / Heterosexual,160000,no,White,no,I am a developer by profession,yes,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,no,no,no,Favorable,no,Straight / Heterosexual,97000,no,White,no,I am a developer by profession,yes,no
3,Woman,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,2,yes,no,no,Unfavorable,no,Bisexual,85000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,3,no,no,no,Indifferent,no,Straight / Heterosexual,95000,yes,White,yes,I am a developer by profession,yes,yes
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,2,no,no,no,Unfavorable,no,Straight / Heterosexual,103000,yes,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,yes,yes,no,Indifferent,no,Straight / Heterosexual,73000,yes,White,no,I am a developer by profession,yes,yes
3,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,2,yes,no,no,Unfavorable,no,Straight / Heterosexual,65000,yes,White,no,I am a developer by profession,yes,yes
27,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,25,no,no,no,Indifferent,no,Straight / Heterosexual,86000,no,White,yes,I am a developer by profession,no,no
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,no,no,no,Unsure,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,yes
46,Man,yes,"Other doctoral degree (Ph.D., Ed.D., etc.)",55-64 years old,no,no,no,37,yes,no,no,Unsure,no,Straight / Heterosexual,22000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,11,yes,no,no,Unfavorable,no,Straight / Heterosexual,96000,no,Hispanic or Latino/a,no,I am a developer by profession,yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,17,no,no,no,Indifferent,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,yes,yes
2,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,2,yes,no,no,Unfavorable,no,Straight / Heterosexual,57000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,15,no,no,no,Indifferent,no,Straight / Heterosexual,103000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,5,yes,no,no,Very unfavorable,no,Straight / Heterosexual,140000,yes,White,no,I am a developer by profession,yes,yes
3,Man,no,Some college/university study without earning a degree,18-24 years old,yes,no,no,1,yes,no,no,Very unfavorable,no,Straight / Heterosexual,100000,no,White,no,I am a developer by profession,yes,no
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,3,no,no,no,Very unfavorable,no,Straight / Heterosexual,280000,yes,North American,no,I am a developer by profession,yes,no
5,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,3,yes,no,no,Favorable,no,Straight / Heterosexual,165000,yes,White,no,I am a developer by profession,yes,no
20,Man,yes,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,no,5,yes,yes,no,Indifferent,no,Straight / Heterosexual,92000,no,White,yes,I am a developer by profession,no,no
40,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,no,no,no,38,no,no,no,Unfavorable,no,Straight / Heterosexual,114000,no,White,no,I am a developer by profession,no,no
12,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,no,no,no,10,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,111000,no,White,yes,I am a developer by profession,no,no
10,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,4,no,no,no,Indifferent,no,Bisexual,153500,no,White,no,I am a developer by profession,yes,no
6,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,2,yes,no,no,Very favorable,no,Straight / Heterosexual,140000,no,White,yes,I am a developer by profession,no,no
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,yes,no,14,no,no,no,Very unfavorable,no,Straight / Heterosexual,155000,no,White,no,I am a developer by profession,yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,20,yes,no,no,Favorable,no,Straight / Heterosexual,160000,no,White,yes,I am a developer by profession,yes,yes
16,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,12,no,no,no,Unfavorable,no,Straight / Heterosexual,130000,yes,White,no,I am a developer by profession,yes,no
15,"Non-binary, genderqueer, or gender non-conforming",no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,yes,no,no,Unfavorable,no,Queer,110000,no,White,yes,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,6,yes,no,no,Very favorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
24,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,18,no,no,no,Very unfavorable,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,yes,yes
36,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,31,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,205000,no,White,no,I am a developer by profession,yes,yes
23,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,no,no,7,no,no,no,Unfavorable,no,Straight / Heterosexual,140000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,15,yes,no,no,Very unfavorable,no,Straight / Heterosexual,185000,no,White,no,I am a developer by profession,yes,yes
30,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,22,no,no,no,Very unfavorable,no,Straight / Heterosexual,98000,yes,White,no,I am a developer by profession,yes,no
,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,12,no,no,no,Unsure,no,Straight / Heterosexual,44000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,yes,no,no,Very unfavorable,no,Straight / Heterosexual,130000,no,North American,yes,I am a developer by profession,yes,yes
16,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,11,no,no,no,Very unfavorable,no,Straight / Heterosexual,185000,no,White,no,I am a developer by profession,yes,no
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,110000,no,White,yes,I am a developer by profession,no,yes
8,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,yes,7,no,no,no,Unfavorable,no,Straight / Heterosexual,82000,no,White,no,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,yes,no,no,Very unfavorable,no,Bisexual,159000,yes,White,no,I am a developer by profession,no,no
30,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,17,no,no,no,Very unfavorable,yes,Straight / Heterosexual,160000,yes,White,yes,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,6,no,no,no,Very favorable,no,Straight / Heterosexual,170000,no,White,no,I am a developer by profession,yes,yes
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,no,no,no,Favorable,no,Straight / Heterosexual,72000,yes,African,no,I am a developer by profession,no,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,yes,5,yes,no,no,Unfavorable,no,Straight / Heterosexual,115000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,11,yes,no,no,Indifferent,no,Straight / Heterosexual,200000,yes,White,no,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,no,no,no,Indifferent,no,Straight / Heterosexual,150000,no,Middle Eastern,no,I am a developer by profession,yes,yes
25,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,no,no,no,18,yes,no,no,Very favorable,no,Straight / Heterosexual,215000,no,White,yes,I am a developer by profession,yes,no
40,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",55-64 years old,no,yes,no,13,yes,no,no,Unfavorable,no,Straight / Heterosexual,80000,no,White,no,I am a developer by profession,yes,no
25,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,17,no,no,no,Very unfavorable,no,Straight / Heterosexual,210000,yes,White,no,I am a developer by profession,yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,8,no,no,no,Favorable,no,Straight / Heterosexual,167000,no,White,no,I am a developer by profession,no,no
40,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,16,yes,no,no,Indifferent,no,Straight / Heterosexual,50000,no,White,no,I am a developer by profession,yes,yes
22,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,18,no,no,no,Very favorable,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,yes,yes
10,Man,yes,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,no,no,no,6,no,no,no,Very unfavorable,no,Straight / Heterosexual,97000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
42,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,yes,yes,no,40,yes,yes,no,Indifferent,no,Straight / Heterosexual,150000,yes,White,yes,I am a developer by profession,yes,yes
4,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,0,yes,no,no,Unfavorable,no,Straight / Heterosexual,65000,yes,White,no,I am a developer by profession,yes,yes
16,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,12,yes,no,no,Indifferent,no,Straight / Heterosexual,115000,no,White,yes,I am a developer by profession,yes,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,yes,no,no,Very unfavorable,no,Straight / Heterosexual,160000,no,White,no,I am a developer by profession,yes,no
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,no,no,no,Unfavorable,no,Bisexual,80000,no,White,no,I am a developer by profession,yes,yes
11,Man,no,Some college/university study without earning a degree,25-34 years old,no,no,no,5,no,no,no,Very favorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,no,no,no,Indifferent,no,Straight / Heterosexual,180000,yes,White,no,I am a developer by profession,yes,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,yes,no,no,Unfavorable,no,Straight / Heterosexual,263500,no,White,no,I am a developer by profession,yes,no
5,Man,no,Some college/university study without earning a degree,35-44 years old,no,no,no,5,no,no,no,Very favorable,no,Straight / Heterosexual,94600,no,White,no,I am a developer by profession,yes,no
19,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,no,yes,no,Favorable,no,Straight / Heterosexual,135000,yes,White,yes,I am a developer by profession,yes,yes
21,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,15,no,no,no,Very unfavorable,no,Straight / Heterosexual,260000,no,White,no,I am a developer by profession,no,no
4,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,1,yes,no,no,Indifferent,no,Straight / Heterosexual,109953,no,White,no,I am a developer by profession,yes,yes
32,Man,no,Some college/university study without earning a degree,55-64 years old,no,no,no,26,no,no,no,Indifferent,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,10,no,no,no,Very unfavorable,yes,Straight / Heterosexual,230000,no,White,no,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,no,no,no,Unsure,no,Straight / Heterosexual,210000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,no,no,no,Indifferent,no,Straight / Heterosexual,140000,no,White,no,I am a developer by profession,yes,yes
17,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,13,yes,no,no,Unfavorable,no,Straight / Heterosexual,150000,yes,White,no,I am a developer by profession,no,yes
14,Man,no,Some college/university study without earning a degree,35-44 years old,no,no,no,11,yes,no,no,Indifferent,no,Straight / Heterosexual,150000,yes,White,yes,I am a developer by profession,yes,yes
8,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,7,yes,no,no,Very unfavorable,no,Straight / Heterosexual,210000,no,White,no,I am a developer by profession,yes,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Favorable,no,Straight / Heterosexual,120000,yes,White,no,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,no,no,no,Indifferent,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,6,yes,no,no,Very unfavorable,no,Straight / Heterosexual,230000,no,White,yes,I am a developer by profession,no,yes
3,Man,no,Some college/university study without earning a degree,18-24 years old,no,no,no,2,yes,no,no,Very unfavorable,no,Straight / Heterosexual,240000,no,Hispanic or Latino/a,no,I am a developer by profession,yes,yes
23,Man,no,Some college/university study without earning a degree,35-44 years old,yes,no,no,10,yes,no,no,Unfavorable,no,Straight / Heterosexual,190400,yes,White,no,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,6,no,no,no,Indifferent,no,Straight / Heterosexual,125000,no,White,no,I am a developer by profession,yes,no
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,yes,no,no,Unsure,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,yes,no
8,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,no,yes,no,6,yes,no,no,Very unfavorable,no,Straight / Heterosexual,63000,no,North American,no,I am a developer by profession,yes,no
